Series,Date,Values
T610,2000-10,0.0
T610,2000-11,1.0
T610,2000-12,0.0
T610,2001-01,0.0
T610,2001-02,0.0
T610,2001-03,0.0
T610,2001-04,0.0
T610,2001-05,0.0
T610,2001-06,0.0
T610,2001-07,0.0
T610,2001-08,0.0
T610,2001-09,0.0
T610,2001-10,0.0
T610,2001-11,0.0
T610,2001-12,0.0
T610,2002-01,0.0
T610,2002-02,0.0
T610,2002-03,0.0
T611,1998-01,0.0
T611,1998-02,0.0
T611,1998-03,0.0
T611,1998-04,0.0
T611,1998-05,0.0
T611,1998-06,0.0
T611,1998-07,0.0
T611,1998-08,0.0
T611,1998-09,0.0
T611,1998-10,0.0
T611,1998-11,0.0
T611,1998-12,0.0
T611,1999-01,0.0
T611,1999-02,0.0
T611,1999-03,0.0
T611,1999-04,0.0
T611,1999-05,0.0
T611,1999-06,0.0
T611,1999-07,0.0
T611,1999-08,0.0
T611,1999-09,0.0
T611,1999-10,0.0
T611,1999-11,0.0
T611,1999-12,0.0
T611,2000-01,1.0
T611,2000-02,0.0
T611,2000-03,0.0
T611,2000-04,0.0
T611,2000-05,1.0
T611,2000-06,0.0
T611,2000-07,0.0
T611,2000-08,0.0
T611,2000-09,3.0
T611,2000-10,0.0
T611,2000-11,0.0
T611,2000-12,0.0
T611,2001-01,0.0
T611,2001-02,0.0
T611,2001-03,0.0
T611,2001-04,0.0
T611,2001-05,0.0
T611,2001-06,0.0
T611,2001-07,0.0
T611,2001-08,0.0
T611,2001-09,0.0
T611,2001-10,0.0
T611,2001-11,0.0
T611,2001-12,0.0
T611,2002-01,2.0
T611,2002-02,0.0
T611,2002-03,0.0
T612,1998-01,0.0
T612,1998-02,1.0
T612,1998-03,0.0
T612,1998-04,0.0
T612,1998-05,3.0
T612,1998-06,0.0
T612,1998-07,0.0
T612,1998-08,0.0
T612,1998-09,0.0
T612,1998-10,0.0
T612,1998-11,0.0
T612,1998-12,0.0
T612,1999-01,0.0
T612,1999-02,0.0
T612,1999-03,1.0
T612,1999-04,0.0
T612,1999-05,0.0
T612,1999-06,0.0
T612,1999-07,0.0
T612,1999-08,0.0
T612,1999-09,0.0
T612,1999-10,0.0
T612,1999-11,0.0
T612,1999-12,0.0
T612,2000-01,0.0
T612,2000-02,0.0
T612,2000-03,0.0
T612,2000-04,0.0
T612,2000-05,0.0
T612,2000-06,0.0
T612,2000-07,0.0
T612,2000-08,0.0
T612,2000-09,0.0
T612,2000-10,0.0
T612,2000-11,0.0
T612,2000-12,1.0
T612,2001-01,0.0
T612,2001-02,0.0
T612,2001-03,0.0
T612,2001-04,0.0
T612,2001-05,0.0
T612,2001-06,1.0
T612,2001-07,0.0
T612,2001-08,0.0
T612,2001-09,0.0
T612,2001-10,0.0
T612,2001-11,0.0
T612,2001-12,0.0
T612,2002-01,0.0
T612,2002-02,0.0
T612,2002-03,0.0
T613,1998-01,0.0
T613,1998-02,0.0
T613,1998-03,0.0
T613,1998-04,0.0
T613,1998-05,0.0
T613,1998-06,0.0
T613,1998-07,0.0
T613,1998-08,0.0
T613,1998-09,0.0
T613,1998-10,0.0
T613,1998-11,0.0
T613,1998-12,0.0
T613,1999-01,0.0
T613,1999-02,0.0
T613,1999-03,0.0
T613,1999-04,0.0
T613,1999-05,0.0
T613,1999-06,5.0
T613,1999-07,0.0
T613,1999-08,0.0
T613,1999-09,0.0
T613,1999-10,0.0
T613,1999-11,0.0
T613,1999-12,0.0
T613,2000-01,0.0
T613,2000-02,0.0
T613,2000-03,0.0
T613,2000-04,0.0
T613,2000-05,0.0
T613,2000-06,0.0
T613,2000-07,0.0
T613,2000-08,0.0
T613,2000-09,0.0
T613,2000-10,0.0
T613,2000-11,0.0
T613,2000-12,0.0
T613,2001-01,0.0
T613,2001-02,0.0
T613,2001-03,0.0
T613,2001-04,0.0
T613,2001-05,0.0
T613,2001-06,0.0
T613,2001-07,0.0
T613,2001-08,0.0
T613,2001-09,0.0
T613,2001-10,0.0
T613,2001-11,0.0
T613,2001-12,0.0
T613,2002-01,0.0
T613,2002-02,2.0
T613,2002-03,0.0
T614,1998-01,0.0
T614,1998-02,0.0
T614,1998-03,0.0
T614,1998-04,0.0
T614,1998-05,0.0
T614,1998-06,0.0
T614,1998-07,0.0
T614,1998-08,0.0
T614,1998-09,0.0
T614,1998-10,0.0
T614,1998-11,2.0
T614,1998-12,4.0
T614,1999-01,0.0
T614,1999-02,1.0
T614,1999-03,0.0
T614,1999-04,0.0
T614,1999-05,0.0
T614,1999-06,0.0
T614,1999-07,0.0
T614,1999-08,0.0
T614,1999-09,0.0
T614,1999-10,0.0
T614,1999-11,0.0
T614,1999-12,0.0
T614,2000-01,0.0
T614,2000-02,0.0
T614,2000-03,0.0
T614,2000-04,0.0
T614,2000-05,0.0
T614,2000-06,0.0
T614,2000-07,0.0
T614,2000-08,0.0
T614,2000-09,0.0
T614,2000-10,0.0
T614,2000-11,0.0
T614,2000-12,0.0
T614,2001-01,0.0
T614,2001-02,0.0
T614,2001-03,0.0
T614,2001-04,0.0
T614,2001-05,0.0
T614,2001-06,0.0
T614,2001-07,0.0
T614,2001-08,0.0
T614,2001-09,0.0
T614,2001-10,0.0
T614,2001-11,0.0
T614,2001-12,0.0
T614,2002-01,0.0
T614,2002-02,0.0
T614,2002-03,0.0
T615,1998-01,0.0
T615,1998-02,0.0
T615,1998-03,0.0
T615,1998-04,0.0
T615,1998-05,0.0
T615,1998-06,0.0
T615,1998-07,0.0
T615,1998-08,0.0
T615,1998-09,0.0
T615,1998-10,0.0
T615,1998-11,0.0
T615,1998-12,0.0
T615,1999-01,0.0
T615,1999-02,0.0
T615,1999-03,0.0
T615,1999-04,0.0
T615,1999-05,0.0
T615,1999-06,0.0
T615,1999-07,0.0
T615,1999-08,0.0
T615,1999-09,0.0
T615,1999-10,0.0
T615,1999-11,0.0
T615,1999-12,0.0
T615,2000-01,0.0
T615,2000-02,0.0
T615,2000-03,0.0
T615,2000-04,0.0
T615,2000-05,1.0
T615,2000-06,0.0
T615,2000-07,0.0
T615,2000-08,1.0
T615,2000-09,0.0
T615,2000-10,0.0
T615,2000-11,1.0
T615,2000-12,0.0
T615,2001-01,1.0
T615,2001-02,0.0
T615,2001-03,0.0
T615,2001-04,0.0
T615,2001-05,0.0
T615,2001-06,1.0
T615,2001-07,0.0
T615,2001-08,1.0
T615,2001-09,1.0
T615,2001-10,0.0
T615,2001-11,0.0
T615,2001-12,0.0
T615,2002-01,0.0
T615,2002-02,0.0
T615,2002-03,0.0
T616,1998-01,0.0
T616,1998-02,0.0
T616,1998-03,0.0
T616,1998-04,0.0
T616,1998-05,0.0
T616,1998-06,0.0
T616,1998-07,0.0
T616,1998-08,0.0
T616,1998-09,0.0
T616,1998-10,0.0
T616,1998-11,0.0
T616,1998-12,0.0
T616,1999-01,0.0
T616,1999-02,0.0
T616,1999-03,0.0
T616,1999-04,0.0
T616,1999-05,0.0
T616,1999-06,0.0
T616,1999-07,0.0
T616,1999-08,0.0
T616,1999-09,0.0
T616,1999-10,0.0
T616,1999-11,0.0
T616,1999-12,0.0
T616,2000-01,0.0
T616,2000-02,0.0
T616,2000-03,1.0
T616,2000-04,1.0
T616,2000-05,0.0
T616,2000-06,0.0
T616,2000-07,0.0
T616,2000-08,1.0
T616,2000-09,0.0
T616,2000-10,0.0
T616,2000-11,0.0
T616,2000-12,0.0
T616,2001-01,0.0
T616,2001-02,0.0
T616,2001-03,4.0
T616,2001-04,0.0
T616,2001-05,0.0
T616,2001-06,0.0
T616,2001-07,0.0
T616,2001-08,0.0
T616,2001-09,0.0
T616,2001-10,0.0
T616,2001-11,0.0
T616,2001-12,0.0
T616,2002-01,0.0
T616,2002-02,0.0
T616,2002-03,0.0
T617,1998-01,0.0
T617,1998-02,0.0
T617,1998-03,0.0
T617,1998-04,0.0
T617,1998-05,0.0
T617,1998-06,0.0
T617,1998-07,0.0
T617,1998-08,0.0
T617,1998-09,0.0
T617,1998-10,0.0
T617,1998-11,0.0
T617,1998-12,0.0
T617,1999-01,0.0
T617,1999-02,0.0
T617,1999-03,0.0
T617,1999-04,0.0
T617,1999-05,0.0
T617,1999-06,0.0
T617,1999-07,0.0
T617,1999-08,0.0
T617,1999-09,0.0
T617,1999-10,0.0
T617,1999-11,0.0
T617,1999-12,0.0
T617,2000-01,0.0
T617,2000-02,1.0
T617,2000-03,0.0
T617,2000-04,1.0
T617,2000-05,0.0
T617,2000-06,0.0
T617,2000-07,0.0
T617,2000-08,0.0
T617,2000-09,0.0
T617,2000-10,0.0
T617,2000-11,0.0
T617,2000-12,0.0
T617,2001-01,2.0
T617,2001-02,0.0
T617,2001-03,0.0
T617,2001-04,0.0
T617,2001-05,0.0
T617,2001-06,0.0
T617,2001-07,0.0
T617,2001-08,0.0
T617,2001-09,1.0
T617,2001-10,0.0
T617,2001-11,1.0
T617,2001-12,1.0
T617,2002-01,0.0
T617,2002-02,0.0
T617,2002-03,0.0
T618,1998-01,0.0
T618,1998-02,0.0
T618,1998-03,0.0
T618,1998-04,0.0
T618,1998-05,0.0
T618,1998-06,0.0
T618,1998-07,0.0
T618,1998-08,0.0
T618,1998-09,0.0
T618,1998-10,0.0
T618,1998-11,0.0
T618,1998-12,0.0
T618,1999-01,0.0
T618,1999-02,0.0
T618,1999-03,0.0
T618,1999-04,0.0
T618,1999-05,0.0
T618,1999-06,0.0
T618,1999-07,0.0
T618,1999-08,0.0
T618,1999-09,0.0
T618,1999-10,0.0
T618,1999-11,0.0
T618,1999-12,0.0
T618,2000-01,0.0
T618,2000-02,0.0
T618,2000-03,0.0
T618,2000-04,0.0
T618,2000-05,1.0
T618,2000-06,0.0
T618,2000-07,0.0
T618,2000-08,0.0
T618,2000-09,0.0
T618,2000-10,6.0
T618,2000-11,0.0
T618,2000-12,0.0
T618,2001-01,0.0
T618,2001-02,0.0
T618,2001-03,0.0
T618,2001-04,0.0
T618,2001-05,0.0
T618,2001-06,0.0
T618,2001-07,0.0
T618,2001-08,0.0
T618,2001-09,0.0
T618,2001-10,0.0
T618,2001-11,0.0
T618,2001-12,0.0
T618,2002-01,0.0
T618,2002-02,0.0
T618,2002-03,0.0
T619,1998-01,0.0
T619,1998-02,0.0
T619,1998-03,0.0
T619,1998-04,0.0
T619,1998-05,0.0
T619,1998-06,0.0
T619,1998-07,0.0
T619,1998-08,0.0
T619,1998-09,0.0
T619,1998-10,0.0
T619,1998-11,0.0
T619,1998-12,0.0
T619,1999-01,0.0
T619,1999-02,0.0
T619,1999-03,0.0
T619,1999-04,0.0
T619,1999-05,0.0
T619,1999-06,0.0
T619,1999-07,0.0
T619,1999-08,0.0
T619,1999-09,1.0
T619,1999-10,0.0
T619,1999-11,0.0
T619,1999-12,0.0
T619,2000-01,0.0
T619,2000-02,0.0
T619,2000-03,0.0
T619,2000-04,0.0
T619,2000-05,1.0
T619,2000-06,1.0
T619,2000-07,0.0
T619,2000-08,0.0
T619,2000-09,0.0
T619,2000-10,0.0
T619,2000-11,0.0
T619,2000-12,0.0
T619,2001-01,0.0
T619,2001-02,0.0
T619,2001-03,0.0
T619,2001-04,0.0
T619,2001-05,0.0
T619,2001-06,0.0
T619,2001-07,0.0
T619,2001-08,0.0
T619,2001-09,0.0
T619,2001-10,0.0
T619,2001-11,1.0
T619,2001-12,0.0
T619,2002-01,1.0
T619,2002-02,0.0
T619,2002-03,2.0
T620,1998-01,0.0
T620,1998-02,0.0
T620,1998-03,1.0
T620,1998-04,1.0
T620,1998-05,2.0
T620,1998-06,2.0
T620,1998-07,0.0
T620,1998-08,1.0
T620,1998-09,0.0
T620,1998-10,0.0
T620,1998-11,0.0
T620,1998-12,0.0
T620,1999-01,0.0
T620,1999-02,0.0
T620,1999-03,0.0
T620,1999-04,0.0
T620,1999-05,0.0
T620,1999-06,0.0
T620,1999-07,0.0
T620,1999-08,0.0
T620,1999-09,0.0
T620,1999-10,0.0
T620,1999-11,0.0
T620,1999-12,0.0
T620,2000-01,0.0
T620,2000-02,0.0
T620,2000-03,0.0
T620,2000-04,0.0
T620,2000-05,0.0
T620,2000-06,0.0
T620,2000-07,0.0
T620,2000-08,0.0
T620,2000-09,0.0
T620,2000-10,0.0
T620,2000-11,0.0
T620,2000-12,0.0
T620,2001-01,0.0
T620,2001-02,0.0
T620,2001-03,0.0
T620,2001-04,0.0
T620,2001-05,0.0
T620,2001-06,0.0
T620,2001-07,0.0
T620,2001-08,0.0
T620,2001-09,0.0
T620,2001-10,0.0
T620,2001-11,0.0
T620,2001-12,0.0
T620,2002-01,0.0
T620,2002-02,0.0
T620,2002-03,0.0
T621,1998-01,1.0
T621,1998-02,0.0
T621,1998-03,0.0
T621,1998-04,1.0
T621,1998-05,0.0
T621,1998-06,0.0
T621,1998-07,0.0
T621,1998-08,2.0
T621,1998-09,1.0
T621,1998-10,2.0
T621,1998-11,0.0
T621,1998-12,0.0
T621,1999-01,0.0
T621,1999-02,0.0
T621,1999-03,0.0
T621,1999-04,0.0
T621,1999-05,0.0
T621,1999-06,0.0
T621,1999-07,0.0
T621,1999-08,0.0
T621,1999-09,0.0
T621,1999-10,0.0
T621,1999-11,0.0
T621,1999-12,0.0
T621,2000-01,0.0
T621,2000-02,0.0
T621,2000-03,0.0
T621,2000-04,0.0
T621,2000-05,0.0
T621,2000-06,0.0
T621,2000-07,0.0
T621,2000-08,0.0
T621,2000-09,0.0
T621,2000-10,0.0
T621,2000-11,0.0
T621,2000-12,0.0
T621,2001-01,0.0
T621,2001-02,0.0
T621,2001-03,0.0
T621,2001-04,0.0
T621,2001-05,0.0
T621,2001-06,0.0
T621,2001-07,0.0
T621,2001-08,0.0
T621,2001-09,0.0
T621,2001-10,0.0
T621,2001-11,0.0
T621,2001-12,0.0
T621,2002-01,0.0
T621,2002-02,0.0
T621,2002-03,0.0
T622,1998-01,0.0
T622,1998-02,0.0
T622,1998-03,1.0
T622,1998-04,0.0
T622,1998-05,0.0
T622,1998-06,0.0
T622,1998-07,0.0
T622,1998-08,0.0
T622,1998-09,0.0
T622,1998-10,0.0
T622,1998-11,0.0
T622,1998-12,0.0
T622,1999-01,0.0
T622,1999-02,0.0
T622,1999-03,1.0
T622,1999-04,0.0
T622,1999-05,0.0
T622,1999-06,0.0
T622,1999-07,0.0
T622,1999-08,0.0
T622,1999-09,0.0
T622,1999-10,0.0
T622,1999-11,1.0
T622,1999-12,0.0
T622,2000-01,0.0
T622,2000-02,0.0
T622,2000-03,0.0
T622,2000-04,0.0
T622,2000-05,0.0
T622,2000-06,0.0
T622,2000-07,0.0
T622,2000-08,1.0
T622,2000-09,1.0
T622,2000-10,0.0
T622,2000-11,0.0
T622,2000-12,0.0
T622,2001-01,1.0
T622,2001-02,0.0
T622,2001-03,0.0
T622,2001-04,1.0
T622,2001-05,0.0
T622,2001-06,0.0
T622,2001-07,0.0
T622,2001-08,0.0
T622,2001-09,0.0
T622,2001-10,0.0
T622,2001-11,0.0
T622,2001-12,0.0
T622,2002-01,0.0
T622,2002-02,0.0
T622,2002-03,0.0
T623,1998-01,0.0
T623,1998-02,0.0
T623,1998-03,0.0
T623,1998-04,0.0
T623,1998-05,0.0
T623,1998-06,0.0
T623,1998-07,2.0
T623,1998-08,0.0
T623,1998-09,0.0
T623,1998-10,0.0
T623,1998-11,0.0
T623,1998-12,0.0
T623,1999-01,0.0
T623,1999-02,0.0
T623,1999-03,0.0
T623,1999-04,2.0
T623,1999-05,0.0
T623,1999-06,0.0
T623,1999-07,0.0
T623,1999-08,0.0
T623,1999-09,0.0
T623,1999-10,0.0
T623,1999-11,0.0
T623,1999-12,1.0
T623,2000-01,0.0
T623,2000-02,0.0
T623,2000-03,0.0
T623,2000-04,1.0
T623,2000-05,0.0
T623,2000-06,0.0
T623,2000-07,0.0
T623,2000-08,0.0
T623,2000-09,1.0
T623,2000-10,0.0
T623,2000-11,0.0
T623,2000-12,0.0
T623,2001-01,0.0
T623,2001-02,0.0
T623,2001-03,0.0
T623,2001-04,0.0
T623,2001-05,0.0
T623,2001-06,0.0
T623,2001-07,0.0
T623,2001-08,0.0
T623,2001-09,0.0
T623,2001-10,0.0
T623,2001-11,0.0
T623,2001-12,0.0
T623,2002-01,0.0
T623,2002-02,0.0
T623,2002-03,0.0
T624,1998-01,0.0
T624,1998-02,0.0
T624,1998-03,0.0
T624,1998-04,0.0
T624,1998-05,0.0
T624,1998-06,0.0
T624,1998-07,0.0
T624,1998-08,0.0
T624,1998-09,2.0
T624,1998-10,1.0
T624,1998-11,0.0
T624,1998-12,0.0
T624,1999-01,0.0
T624,1999-02,1.0
T624,1999-03,0.0
T624,1999-04,0.0
T624,1999-05,0.0
T624,1999-06,0.0
T624,1999-07,0.0
T624,1999-08,1.0
T624,1999-09,0.0
T624,1999-10,0.0
T624,1999-11,0.0
T624,1999-12,0.0
T624,2000-01,0.0
T624,2000-02,0.0
T624,2000-03,0.0
T624,2000-04,0.0
T624,2000-05,0.0
T624,2000-06,0.0
T624,2000-07,0.0
T624,2000-08,2.0
T624,2000-09,0.0
T624,2000-10,0.0
T624,2000-11,0.0
T624,2000-12,0.0
T624,2001-01,0.0
T624,2001-02,0.0
T624,2001-03,0.0
T624,2001-04,0.0
T624,2001-05,0.0
T624,2001-06,0.0
T624,2001-07,0.0
T624,2001-08,0.0
T624,2001-09,0.0
T624,2001-10,0.0
T624,2001-11,0.0
T624,2001-12,0.0
T624,2002-01,0.0
T624,2002-02,0.0
T624,2002-03,0.0
T625,1998-01,0.0
T625,1998-02,1.0
T625,1998-03,0.0
T625,1998-04,0.0
T625,1998-05,0.0
T625,1998-06,0.0
T625,1998-07,0.0
T625,1998-08,0.0
T625,1998-09,4.0
T625,1998-10,0.0
T625,1998-11,0.0
T625,1998-12,0.0
T625,1999-01,0.0
T625,1999-02,0.0
T625,1999-03,0.0
T625,1999-04,0.0
T625,1999-05,0.0
T625,1999-06,0.0
T625,1999-07,0.0
T625,1999-08,0.0
T625,1999-09,0.0
T625,1999-10,0.0
T625,1999-11,0.0
T625,1999-12,0.0
T625,2000-01,0.0
T625,2000-02,0.0
T625,2000-03,0.0
T625,2000-04,0.0
T625,2000-05,0.0
T625,2000-06,0.0
T625,2000-07,0.0
T625,2000-08,0.0
T625,2000-09,0.0
T625,2000-10,0.0
T625,2000-11,0.0
T625,2000-12,0.0
T625,2001-01,0.0
T625,2001-02,1.0
T625,2001-03,0.0
T625,2001-04,0.0
T625,2001-05,0.0
T625,2001-06,0.0
T625,2001-07,1.0
T625,2001-08,0.0
T625,2001-09,0.0
T625,2001-10,0.0
T625,2001-11,0.0
T625,2001-12,0.0
T625,2002-01,0.0
T625,2002-02,0.0
T625,2002-03,0.0
T626,1998-01,0.0
T626,1998-02,0.0
T626,1998-03,2.0
T626,1998-04,0.0
T626,1998-05,0.0
T626,1998-06,0.0
T626,1998-07,0.0
T626,1998-08,0.0
T626,1998-09,0.0
T626,1998-10,0.0
T626,1998-11,0.0
T626,1998-12,0.0
T626,1999-01,0.0
T626,1999-02,0.0
T626,1999-03,0.0
T626,1999-04,0.0
T626,1999-05,0.0
T626,1999-06,0.0
T626,1999-07,0.0
T626,1999-08,0.0
T626,1999-09,0.0
T626,1999-10,0.0
T626,1999-11,0.0
T626,1999-12,0.0
T626,2000-01,0.0
T626,2000-02,0.0
T626,2000-03,0.0
T626,2000-04,0.0
T626,2000-05,0.0
T626,2000-06,0.0
T626,2000-07,3.0
T626,2000-08,0.0
T626,2000-09,0.0
T626,2000-10,0.0
T626,2000-11,0.0
T626,2000-12,0.0
T626,2001-01,0.0
T626,2001-02,2.0
T626,2001-03,0.0
T626,2001-04,0.0
T626,2001-05,0.0
T626,2001-06,0.0
T626,2001-07,0.0
T626,2001-08,0.0
T626,2001-09,0.0
T626,2001-10,0.0
T626,2001-11,0.0
T626,2001-12,0.0
T626,2002-01,0.0
T626,2002-02,0.0
T626,2002-03,0.0
T627,1998-01,0.0
T627,1998-02,0.0
T627,1998-03,0.0
T627,1998-04,0.0
T627,1998-05,0.0
T627,1998-06,0.0
T627,1998-07,0.0
T627,1998-08,0.0
T627,1998-09,0.0
T627,1998-10,0.0
T627,1998-11,0.0
T627,1998-12,0.0
T627,1999-01,0.0
T627,1999-02,0.0
T627,1999-03,0.0
T627,1999-04,0.0
T627,1999-05,0.0
T627,1999-06,0.0
T627,1999-07,1.0
T627,1999-08,0.0
T627,1999-09,0.0
T627,1999-10,0.0
T627,1999-11,0.0
T627,1999-12,0.0
T627,2000-01,0.0
T627,2000-02,0.0
T627,2000-03,0.0
T627,2000-04,0.0
T627,2000-05,0.0
T627,2000-06,0.0
T627,2000-07,0.0
T627,2000-08,0.0
T627,2000-09,0.0
T627,2000-10,0.0
T627,2000-11,0.0
T627,2000-12,0.0
T627,2001-01,0.0
T627,2001-02,0.0
T627,2001-03,0.0
T627,2001-04,2.0
T627,2001-05,1.0
T627,2001-06,2.0
T627,2001-07,0.0
T627,2001-08,0.0
T627,2001-09,0.0
T627,2001-10,0.0
T627,2001-11,0.0
T627,2001-12,0.0
T627,2002-01,0.0
T627,2002-02,0.0
T627,2002-03,1.0
T628,1998-01,0.0
T628,1998-02,0.0
T628,1998-03,0.0
T628,1998-04,0.0
T628,1998-05,0.0
T628,1998-06,0.0
T628,1998-07,0.0
T628,1998-08,0.0
T628,1998-09,0.0
T628,1998-10,0.0
T628,1998-11,0.0
T628,1998-12,0.0
T628,1999-01,0.0
T628,1999-02,0.0
T628,1999-03,0.0
T628,1999-04,0.0
T628,1999-05,0.0
T628,1999-06,0.0
T628,1999-07,0.0
T628,1999-08,1.0
T628,1999-09,0.0
T628,1999-10,0.0
T628,1999-11,0.0
T628,1999-12,1.0
T628,2000-01,0.0
T628,2000-02,0.0
T628,2000-03,0.0
T628,2000-04,0.0
T628,2000-05,0.0
T628,2000-06,0.0
T628,2000-07,0.0
T628,2000-08,1.0
T628,2000-09,0.0
T628,2000-10,0.0
T628,2000-11,0.0
T628,2000-12,0.0
T628,2001-01,0.0
T628,2001-02,1.0
T628,2001-03,0.0
T628,2001-04,1.0
T628,2001-05,0.0
T628,2001-06,2.0
T628,2001-07,0.0
T628,2001-08,0.0
T628,2001-09,0.0
T628,2001-10,0.0
T628,2001-11,0.0
T628,2001-12,0.0
T628,2002-01,0.0
T628,2002-02,0.0
T628,2002-03,0.0
T629,1998-01,1.0
T629,1998-02,0.0
T629,1998-03,0.0
T629,1998-04,2.0
T629,1998-05,0.0
T629,1998-06,0.0
T629,1998-07,0.0
T629,1998-08,0.0
T629,1998-09,0.0
T629,1998-10,0.0
T629,1998-11,0.0
T629,1998-12,0.0
T629,1999-01,0.0
T629,1999-02,0.0
T629,1999-03,0.0
T629,1999-04,0.0
T629,1999-05,0.0
T629,1999-06,1.0
T629,1999-07,0.0
T629,1999-08,0.0
T629,1999-09,0.0
T629,1999-10,0.0
T629,1999-11,0.0
T629,1999-12,0.0
T629,2000-01,0.0
T629,2000-02,0.0
T629,2000-03,0.0
T629,2000-04,0.0
T629,2000-05,0.0
T629,2000-06,0.0
T629,2000-07,0.0
T629,2000-08,0.0
T629,2000-09,1.0
T629,2000-10,0.0
T629,2000-11,0.0
T629,2000-12,0.0
T629,2001-01,0.0
T629,2001-02,0.0
T629,2001-03,0.0
T629,2001-04,0.0
T629,2001-05,0.0
T629,2001-06,0.0
T629,2001-07,0.0
T629,2001-08,0.0
T629,2001-09,0.0
T629,2001-10,2.0
T629,2001-11,0.0
T629,2001-12,0.0
T629,2002-01,0.0
T629,2002-02,0.0
T629,2002-03,0.0
T630,1998-01,0.0
T630,1998-02,0.0
T630,1998-03,0.0
T630,1998-04,0.0
T630,1998-05,0.0
T630,1998-06,0.0
T630,1998-07,0.0
T630,1998-08,0.0
T630,1998-09,0.0
T630,1998-10,0.0
T630,1998-11,0.0
T630,1998-12,0.0
T630,1999-01,0.0
T630,1999-02,0.0
T630,1999-03,1.0
T630,1999-04,0.0
T630,1999-05,0.0
T630,1999-06,0.0
T630,1999-07,0.0
T630,1999-08,0.0
T630,1999-09,2.0
T630,1999-10,1.0
T630,1999-11,0.0
T630,1999-12,0.0
T630,2000-01,0.0
T630,2000-02,0.0
T630,2000-03,0.0
T630,2000-04,0.0
T630,2000-05,1.0
T630,2000-06,0.0
T630,2000-07,0.0
T630,2000-08,0.0
T630,2000-09,0.0
T630,2000-10,0.0
T630,2000-11,0.0
T630,2000-12,0.0
T630,2001-01,1.0
T630,2001-02,0.0
T630,2001-03,0.0
T630,2001-04,0.0
T630,2001-05,0.0
T630,2001-06,0.0
T630,2001-07,0.0
T630,2001-08,1.0
T630,2001-09,0.0
T630,2001-10,0.0
T630,2001-11,0.0
T630,2001-12,0.0
T630,2002-01,0.0
T630,2002-02,0.0
T630,2002-03,0.0
T631,1998-01,0.0
T631,1998-02,0.0
T631,1998-03,0.0
T631,1998-04,0.0
T631,1998-05,0.0
T631,1998-06,0.0
T631,1998-07,0.0
T631,1998-08,0.0
T631,1998-09,0.0
T631,1998-10,0.0
T631,1998-11,0.0
T631,1998-12,0.0
T631,1999-01,0.0
T631,1999-02,0.0
T631,1999-03,0.0
T631,1999-04,0.0
T631,1999-05,0.0
T631,1999-06,0.0
T631,1999-07,0.0
T631,1999-08,0.0
T631,1999-09,0.0
T631,1999-10,0.0
T631,1999-11,0.0
T631,1999-12,0.0
T631,2000-01,0.0
T631,2000-02,0.0
T631,2000-03,0.0
T631,2000-04,0.0
T631,2000-05,0.0
T631,2000-06,0.0
T631,2000-07,0.0
T631,2000-08,0.0
T631,2000-09,0.0
T631,2000-10,0.0
T631,2000-11,0.0
T631,2000-12,0.0
T631,2001-01,0.0
T631,2001-02,0.0
T631,2001-03,0.0
T631,2001-04,0.0
T631,2001-05,1.0
T631,2001-06,1.0
T631,2001-07,1.0
T631,2001-08,1.0
T631,2001-09,1.0
T631,2001-10,0.0
T631,2001-11,0.0
T631,2001-12,0.0
T631,2002-01,1.0
T631,2002-02,0.0
T631,2002-03,1.0
T632,1998-01,0.0
T632,1998-02,0.0
T632,1998-03,0.0
T632,1998-04,0.0
T632,1998-05,0.0
T632,1998-06,0.0
T632,1998-07,0.0
T632,1998-08,0.0
T632,1998-09,0.0
T632,1998-10,0.0
T632,1998-11,0.0
T632,1998-12,0.0
T632,1999-01,0.0
T632,1999-02,2.0
T632,1999-03,0.0
T632,1999-04,2.0
T632,1999-05,0.0
T632,1999-06,0.0
T632,1999-07,0.0
T632,1999-08,0.0
T632,1999-09,0.0
T632,1999-10,0.0
T632,1999-11,0.0
T632,1999-12,0.0
T632,2000-01,0.0
T632,2000-02,0.0
T632,2000-03,0.0
T632,2000-04,0.0
T632,2000-05,0.0
T632,2000-06,0.0
T632,2000-07,0.0
T632,2000-08,0.0
T632,2000-09,0.0
T632,2000-10,0.0
T632,2000-11,0.0
T632,2000-12,0.0
T632,2001-01,0.0
T632,2001-02,1.0
T632,2001-03,0.0
T632,2001-04,0.0
T632,2001-05,0.0
T632,2001-06,0.0
T632,2001-07,0.0
T632,2001-08,0.0
T632,2001-09,2.0
T632,2001-10,0.0
T632,2001-11,0.0
T632,2001-12,0.0
T632,2002-01,0.0
T632,2002-02,0.0
T632,2002-03,0.0
T633,1998-01,0.0
T633,1998-02,0.0
T633,1998-03,0.0
T633,1998-04,0.0
T633,1998-05,0.0
T633,1998-06,0.0
T633,1998-07,0.0
T633,1998-08,0.0
T633,1998-09,0.0
T633,1998-10,0.0
T633,1998-11,0.0
T633,1998-12,0.0
T633,1999-01,0.0
T633,1999-02,2.0
T633,1999-03,0.0
T633,1999-04,0.0
T633,1999-05,0.0
T633,1999-06,0.0
T633,1999-07,0.0
T633,1999-08,0.0
T633,1999-09,0.0
T633,1999-10,0.0
T633,1999-11,0.0
T633,1999-12,0.0
T633,2000-01,0.0
