series,timepoints,value
T73,113,72133.0
T73,114,60161.0
T73,115,60515.0
T73,116,65061.0
T73,117,66681.0
T73,118,62749.0
T73,119,59877.0
T73,120,57477.0
T73,121,55448.0
T73,122,54908.0
T73,123,54921.0
T73,124,55436.0
T73,125,54937.0
T73,126,54939.0
T73,127,55032.0
T73,128,58273.0
T73,129,56982.0
T73,130,52794.0
T73,131,53337.0
T73,132,64601.0
T73,133,62434.0
T73,134,70323.0
T73,135,67476.0
T73,136,65408.0
T73,137,62623.0
T73,138,67090.0
T73,139,65534.0
T73,140,62044.0
T73,141,62428.0
T73,142,61840.0
T73,143,62464.0
T73,144,64490.0
T73,145,66834.0
T73,146,62690.0
T73,147,61640.0
T73,148,67276.0
T73,149,67788.0
T73,150,71407.0
T73,151,70973.0
T73,152,73681.0
T73,153,74747.0
T73,154,79687.0
T73,155,87388.0
T74,0,32180.0
T74,1,31397.0
T74,2,31364.0
T74,3,30667.0
T74,4,30346.0
T74,5,30703.0
T74,6,30015.0
T74,7,28614.0
T74,8,28639.0
T74,9,28467.0
T74,10,28223.0
T74,11,27516.0
T74,12,28190.0
T74,13,28641.0
T74,14,27053.0
T74,15,26906.0
T74,16,26847.0
T74,17,26852.0
T74,18,28190.0
T74,19,27587.0
T74,20,26795.0
T74,21,28289.0
T74,22,27279.0
T74,23,26659.0
T74,24,26842.0
T74,25,28773.0
T74,26,27031.0
T74,27,28336.0
T74,28,32424.0
T74,29,32212.0
T74,30,31581.0
T74,31,32491.0
T74,32,32395.0
T74,33,28195.0
T74,34,27976.0
T74,35,30671.0
T74,36,29846.0
T74,37,28835.0
T74,38,26920.0
T74,39,26326.0
T74,40,26817.0
T74,41,26913.0
T74,42,28599.0
T74,43,29108.0
T74,44,28141.0
T74,45,27805.0
T74,46,29085.0
T74,47,29502.0
T74,48,30330.0
T74,49,30704.0
T74,50,31241.0
T74,51,29568.0
T74,52,29030.0
T74,53,29494.0
T74,54,30614.0
T74,55,30898.0
T74,56,30267.0
T74,57,28728.0
T74,58,28984.0
T74,59,28051.0
T74,60,28349.0
T74,61,28751.0
T74,62,26916.0
T74,63,27916.0
T74,64,29511.0
T74,65,27602.0
T74,66,28173.0
T74,67,26394.0
T74,68,26421.0
T74,69,26452.0
T74,70,26818.0
T74,71,27071.0
T74,72,26873.0
T74,73,26327.0
T74,74,27675.0
T74,75,27486.0
T74,76,27254.0
T74,77,31863.0
T74,78,36345.0
T74,79,36367.0
T74,80,33896.0
T74,81,33153.0
T74,82,32507.0
T74,83,34627.0
T74,84,38086.0
T74,85,34453.0
T74,86,34808.0
T74,87,35069.0
T74,88,32661.0
T74,89,32865.0
T74,90,32069.0
T74,91,31075.0
T74,92,30693.0
T74,93,30783.0
T74,94,30827.0
T74,95,30310.0
T74,96,31183.0
T74,97,30174.0
T74,98,30943.0
T74,99,30727.0
T74,100,32209.0
T74,101,31808.0
T74,102,33279.0
T74,103,33580.0
T74,104,32851.0
T74,105,32870.0
T74,106,33011.0
T74,107,32884.0
T74,108,32142.0
T74,109,32917.0
T74,110,33569.0
T74,111,32781.0
T74,112,32458.0
T74,113,30677.0
T74,114,28393.0
T74,115,28380.0
T74,116,29831.0
T74,117,30623.0
T74,118,30168.0
T74,119,30120.0
T74,120,27378.0
T74,121,28565.0
T74,122,29115.0
T74,123,29511.0
T74,124,28635.0
T74,125,28594.0
T74,126,28892.0
T74,127,30232.0
T74,128,31981.0
T74,129,30599.0
T74,130,30344.0
T74,131,31896.0
T74,132,34852.0
T74,133,34117.0
T74,134,36037.0
T74,135,33993.0
T74,136,35431.0
T74,137,32713.0
T74,138,31292.0
T74,139,34419.0
T74,140,32994.0
T74,141,31444.0
T74,142,31110.0
T74,143,31106.0
T74,144,30761.0
T74,145,30960.0
T74,146,31542.0
T74,147,31010.0
T74,148,29933.0
T74,149,30498.0
T74,150,31102.0
T74,151,30184.0
T74,152,30191.0
T74,153,29976.0
T74,154,30828.0
T74,155,29993.0
T75,0,59010.0
T75,1,56791.0
T75,2,57629.0
T75,3,56067.0
T75,4,59227.0
T75,5,61133.0
T75,6,59426.0
T75,7,53964.0
T75,8,51279.0
T75,9,47654.0
T75,10,43974.0
T75,11,44477.0
T75,12,43085.0
T75,13,45196.0
T75,14,43566.0
T75,15,44723.0
T75,16,43698.0
T75,17,45213.0
T75,18,43925.0
T75,19,43510.0
T75,20,42778.0
T75,21,44074.0
T75,22,43794.0
T75,23,42961.0
T75,24,43709.0
T75,25,46618.0
T75,26,43930.0
T75,27,44148.0
T75,28,48007.0
T75,29,47582.0
T75,30,45291.0
T75,31,47778.0
T75,32,44597.0
T75,33,43056.0
T75,34,42312.0
T75,35,44677.0
T75,36,46814.0
T75,37,46974.0
T75,38,44705.0
T75,39,44312.0
T75,40,45452.0
T75,41,44672.0
T75,42,45531.0
T75,43,45987.0
T75,44,48330.0
T75,45,49505.0
T75,46,50018.0
T75,47,54701.0
T75,48,57286.0
T75,49,60127.0
T75,50,58225.0
T75,51,61459.0
T75,52,61286.0
T75,53,58713.0
T75,54,60152.0
T75,55,61233.0
T75,56,56988.0
T75,57,57018.0
T75,58,58417.0
T75,59,55944.0
T75,60,58095.0
T75,61,51861.0
T75,62,52329.0
T75,63,48809.0
T75,64,52841.0
T75,65,47443.0
T75,66,47587.0
T75,67,41561.0
T75,68,41288.0
T75,69,39826.0
T75,70,40585.0
T75,71,40689.0
T75,72,40479.0
T75,73,40491.0
T75,74,42272.0
T75,75,41292.0
T75,76,40886.0
T75,77,45315.0
T75,78,49588.0
T75,79,51336.0
T75,80,45697.0
T75,81,45522.0
T75,82,43597.0
T75,83,44913.0
T75,84,47919.0
T75,85,44589.0
T75,86,45478.0
T75,87,42811.0
T75,88,42970.0
T75,89,45996.0
T75,90,46464.0
T75,91,44774.0
T75,92,44180.0
T75,93,46461.0
T75,94,45983.0
T75,95,45613.0
T75,96,47890.0
T75,97,46545.0
T75,98,50396.0
T75,99,54020.0
T75,100,56048.0
T75,101,56759.0
T75,102,58091.0
T75,103,60805.0
T75,104,60775.0
T75,105,55527.0
T75,106,56798.0
T75,107,55658.0
T75,108,57670.0
T75,109,58462.0
T75,110,56273.0
T75,111,55344.0
T75,112,53469.0
T75,113,51969.0
T75,114,44513.0
T75,115,44784.0
T75,116,47610.0
T75,117,48958.0
T75,118,45180.0
T75,119,45417.0
T75,120,41825.0
T75,121,41727.0
T75,122,41455.0
T75,123,42322.0
T75,124,41542.0
T75,125,41500.0
T75,126,41838.0
T75,127,43608.0
T75,128,46289.0
T75,129,43693.0
T75,130,42737.0
T75,131,43902.0
T75,132,45955.0
T75,133,44061.0
T75,134,47903.0
T75,135,44948.0
T75,136,43527.0
T75,137,43038.0
T75,138,42576.0
T75,139,44120.0
T75,140,43177.0
T75,141,44889.0
T75,142,44186.0
T75,143,44991.0
T75,144,44791.0
T75,145,46161.0
T75,146,45622.0
T75,147,45690.0
T75,148,45992.0
T75,149,49769.0
T75,150,50162.0
T75,151,49295.0
T75,152,51100.0
T75,153,56153.0
T75,154,59047.0
T75,155,60096.0
T76,0,175667.0
T76,1,182917.0
T76,2,182255.0
T76,3,171213.0
T76,4,177341.0
T76,5,174555.0
T76,6,170220.0
T76,7,149128.0
T76,8,158527.0
T76,9,152253.0
T76,10,143993.0
T76,11,146125.0
T76,12,134143.0
T76,13,118080.0
T76,14,125824.0
T76,15,138173.0
T76,16,127078.0
T76,17,124476.0
T76,18,130937.0
T76,19,130207.0
T76,20,121671.0
T76,21,126277.0
T76,22,119706.0
T76,23,118436.0
T76,24,124117.0
T76,25,124276.0
T76,26,124949.0
T76,27,129678.0
T76,28,137433.0
T76,29,134543.0
T76,30,133827.0
T76,31,135159.0
T76,32,114782.0
T76,33,93555.0
T76,34,99684.0
T76,35,124693.0
T76,36,124571.0
T76,37,125162.0
T76,38,124414.0
T76,39,118716.0
T76,40,126825.0
T76,41,131014.0
T76,42,133726.0
T76,43,132376.0
T76,44,152257.0
T76,45,156234.0
T76,46,152519.0
T76,47,164113.0
T76,48,166905.0
T76,49,177209.0
T76,50,158686.0
T76,51,132643.0
T76,52,146469.0
T76,53,159865.0
T76,54,162196.0
T76,55,169308.0
T76,56,161231.0
T76,57,167632.0
T76,58,155052.0
T76,59,160752.0
T76,60,167165.0
T76,61,148819.0
T76,62,151287.0
T76,63,144774.0
T76,64,140784.0
T76,65,134378.0
T76,66,142651.0
T76,67,131093.0
T76,68,120693.0
T76,69,123225.0
T76,70,125060.0
T76,71,124744.0
T76,72,121930.0
T76,73,120562.0
T76,74,124499.0
T76,75,110184.0
T76,76,120582.0
T76,77,125511.0
T76,78,134009.0
T76,79,135622.0
T76,80,124621.0
T76,81,125704.0
T76,82,132494.0
T76,83,132422.0
T76,84,126318.0
T76,85,104264.0
T76,86,104075.0
T76,87,124381.0
T76,88,126151.0
T76,89,131759.0
T76,90,130945.0
T76,91,126357.0
T76,92,125566.0
T76,93,129947.0
T76,94,133865.0
T76,95,137442.0
T76,96,138926.0
T76,97,139734.0
T76,98,153658.0
T76,99,175265.0
T76,100,184296.0
T76,101,172647.0
T76,102,170617.0
T76,103,136576.0
T76,104,140907.0
T76,105,149412.0
T76,106,166598.0
T76,107,168019.0
T76,108,172499.0
T76,109,177518.0
T76,110,169386.0
T76,111,168360.0
T76,112,156253.0
T76,113,144662.0
T76,114,134731.0
T76,115,139481.0
T76,116,148213.0
T76,117,143537.0
T76,118,128950.0
T76,119,132679.0
T76,120,119331.0
T76,121,122212.0
T76,122,139056.0
T76,123,171047.0
T76,124,180794.0
T76,125,179733.0
T76,126,173539.0
T76,127,155355.0
T76,128,174702.0
T76,129,171349.0
T76,130,177408.0
T76,131,175447.0
T76,132,177632.0
T76,133,175614.0
T76,134,190347.0
T76,135,178626.0
T76,136,166538.0
T76,137,147422.0
T76,138,119012.0
T76,139,172343.0
T76,140,178500.0
T76,141,181992.0
T76,142,183161.0
T76,143,180173.0
T76,144,177588.0
T76,145,184302.0
T76,146,179032.0
T76,147,171360.0
T76,148,176969.0
T76,149,184864.0
T76,150,186496.0
T76,151,190190.0
T76,152,194142.0
T76,153,207273.0
T76,154,225564.0
T76,155,209228.0
T77,0,97187.0
T77,1,96522.0
T77,2,99295.0
T77,3,93141.0
T77,4,101379.0
T77,5,100772.0
T77,6,95149.0
T77,7,90176.0
T77,8,85704.0
T77,9,84166.0
T77,10,78654.0
T77,11,81459.0
T77,12,77656.0
T77,13,85603.0
T77,14,81753.0
T77,15,85753.0
T77,16,84545.0
T77,17,89262.0
T77,18,82394.0
T77,19,75103.0
T77,20,74167.0
T77,21,74811.0
T77,22,74911.0
T77,23,75948.0
T77,24,75428.0
T77,25,78149.0
T77,26,75841.0
T77,27,78811.0
T77,28,90668.0
T77,29,89909.0
T77,30,88707.0
T77,31,90343.0
T77,32,79429.0
T77,33,78794.0
T77,34,71283.0
T77,35,80697.0
T77,36,80723.0
T77,37,79772.0
T77,38,75900.0
T77,39,75797.0
T77,40,77739.0
T77,41,79000.0
T77,42,79602.0
T77,43,83907.0
T77,44,87249.0
T77,45,87978.0
T77,46,91522.0
T77,47,97373.0
T77,48,102616.0
T77,49,106030.0
T77,50,104959.0
T77,51,103359.0
T77,52,102599.0
T77,53,99608.0
T77,54,104429.0
T77,55,105389.0
T77,56,97876.0
T77,57,94779.0
T77,58,99955.0
T77,59,98469.0
T77,60,98295.0
T77,61,90209.0
T77,62,92238.0
T77,63,86256.0
T77,64,102345.0
T77,65,84623.0
T77,66,88429.0
T77,67,74496.0
T77,68,73460.0
T77,69,74390.0
T77,70,73111.0
T77,71,72372.0
T77,72,73144.0
T77,73,71905.0
T77,74,73280.0
T77,75,74906.0
T77,76,73848.0
T77,77,77206.0
T77,78,85442.0
T77,79,91864.0
T77,80,83138.0
T77,81,80829.0
T77,82,79377.0
T77,83,84797.0
T77,84,88548.0
T77,85,83221.0
T77,86,80118.0
T77,87,79686.0
T77,88,75380.0
T77,89,74362.0
T77,90,73910.0
T77,91,72730.0
T77,92,71765.0
T77,93,73184.0
T77,94,72767.0
T77,95,74032.0
T77,96,74796.0
T77,97,73701.0
T77,98,79797.0
T77,99,84175.0
T77,100,88359.0
T77,101,89947.0
T77,102,95402.0
T77,103,106386.0
T77,104,102360.0
T77,105,89647.0
T77,106,90720.0
T77,107,92522.0
T77,108,92266.0
T77,109,98765.0
T77,110,98945.0
T77,111,93621.0
T77,112,89151.0
T77,113,88518.0
T77,114,77213.0
T77,115,76898.0
T77,116,81724.0
T77,117,84615.0
T77,118,76968.0
T77,119,81366.0
T77,120,73065.0
T77,121,71115.0
T77,122,72079.0
T77,123,72450.0
T77,124,71914.0
T77,125,71468.0
T77,126,70657.0
T77,127,72778.0
T77,128,76537.0
T77,129,74641.0
T77,130,72930.0
T77,131,75645.0
T77,132,85174.0
T77,133,82254.0
T77,134,85033.0
T77,135,78663.0
T77,136,76152.0
T77,137,78055.0
T77,138,81091.0
T77,139,78318.0
T77,140,73139.0
T77,141,73725.0
T77,142,72667.0
T77,143,72347.0
T77,144,71242.0
T77,145,72880.0
T77,146,71139.0
T77,147,71514.0
T77,148,76615.0
T77,149,80771.0
T77,150,81500.0
T77,151,81430.0
T77,152,83029.0
T77,153,90541.0
T77,154,94427.0
T77,155,105622.0
T78,0,319265.0
T78,1,311150.0
T78,2,308361.0
T78,3,297649.0
T78,4,301464.0
T78,5,301651.0
T78,6,294768.0
T78,7,284058.0
T78,8,284748.0
T78,9,276802.0
T78,10,266379.0
T78,11,269017.0
T78,12,270126.0
T78,13,268966.0
T78,14,249384.0
T78,15,261572.0
T78,16,259135.0
T78,17,257811.0
T78,18,252218.0
T78,19,256015.0
T78,20,251033.0
T78,21,260202.0
T78,22,255975.0
T78,23,247019.0
T78,24,260955.0
T78,25,287873.0
T78,26,261473.0
T78,27,314387.0
T78,28,423177.0
T78,29,450099.0
T78,30,400661.0
T78,31,421832.0
T78,32,296592.0
T78,33,277695.0
T78,34,275867.0
T78,35,281615.0
T78,36,270433.0
T78,37,282725.0
T78,38,258910.0
T78,39,264214.0
T78,40,265584.0
T78,41,267125.0
T78,42,270527.0
T78,43,266449.0
T78,44,266110.0
T78,45,262469.0
T78,46,268905.0
T78,47,271478.0
T78,48,284258.0
T78,49,287077.0
T78,50,297942.0
T78,51,306591.0
T78,52,296451.0
T78,53,287886.0
T78,54,292699.0
T78,55,284677.0
T78,56,278450.0
T78,57,270422.0
T78,58,270686.0
T78,59,271042.0
T78,60,273176.0
T78,61,259521.0
T78,62,256807.0
T78,63,255666.0
T78,64,280599.0
T78,65,245106.0
T78,66,251152.0
T78,67,242412.0
T78,68,246447.0
T78,69,251184.0
T78,70,254645.0
T78,71,251698.0
T78,72,254363.0
T78,73,255486.0
T78,74,266476.0
T78,75,257887.0
T78,76,254288.0
T78,77,303503.0
T78,78,419188.0
T78,79,464406.0
T78,80,385152.0
T78,81,377819.0
T78,82,338224.0
T78,83,360620.0
T78,84,437494.0
T78,85,381573.0
T78,86,369479.0
T78,87,338258.0
T78,88,289454.0
T78,89,286771.0
T78,90,284575.0
T78,91,274697.0
T78,92,273138.0
T78,93,276460.0
T78,94,270663.0
T78,95,272033.0
T78,96,277614.0
T78,97,280040.0
T78,98,291104.0
T78,99,297816.0
T78,100,315625.0
T78,101,318520.0
T78,102,313993.0
T78,103,359423.0
T78,104,341973.0
T78,105,299908.0
T78,106,300652.0
T78,107,307258.0
T78,108,300769.0
T78,109,299816.0
T78,110,293477.0
T78,111,285108.0
T78,112,276998.0
T78,113,272728.0
T78,114,263560.0
T78,115,269732.0
T78,116,267270.0
T78,117,271260.0
T78,118,280791.0
T78,119,279113.0
T78,120,262222.0
T78,121,273772.0
T78,122,271480.0
T78,123,282500.0
T78,124,262685.0
T78,125,256766.0
T78,126,273317.0
T78,127,284331.0
T78,128,298133.0
T78,129,277883.0
T78,130,282846.0
T78,131,313773.0
T78,132,392423.0
T78,133,356223.0
T78,134,422089.0
T78,135,351115.0
T78,136,333075.0
T78,137,379936.0
T78,138,326035.0
T78,139,310118.0
T78,140,299990.0
T78,141,301527.0
T78,142,294818.0
T78,143,296671.0
T78,144,290982.0
T78,145,301838.0
T78,146,291828.0
T78,147,297130.0
T78,148,290393.0
T78,149,293961.0
T78,150,306445.0
T78,151,304729.0
T78,152,304675.0
T78,153,316734.0
T78,154,346673.0
T78,155,379796.0
T79,0,91341.0
T79,1,88310.0
T79,2,86668.0
T79,3,85734.0
T79,4,92510.0
T79,5,91142.0
T79,6,88791.0
T79,7,84319.0
T79,8,78299.0
T79,9,72220.0
T79,10,70745.0
T79,11,73047.0
T79,12,73556.0
T79,13,71549.0
T79,14,68553.0
T79,15,71285.0
T79,16,70109.0
T79,17,67924.0
T79,18,70323.0
T79,19,71303.0
T79,20,69364.0
T79,21,70389.0
T79,22,70349.0
T79,23,67865.0
T79,24,71515.0
T79,25,76585.0
T79,26,73272.0
T79,27,72777.0
T79,28,93145.0
T79,29,111622.0
T79,30,112762.0
T79,31,108284.0
T79,32,85785.0
T79,33,67534.0
T79,34,65896.0
T79,35,76796.0
T79,36,79638.0
T79,37,78200.0
T79,38,74423.0
T79,39,72252.0
T79,40,72962.0
T79,41,73092.0
T79,42,74121.0
T79,43,74287.0
T79,44,77105.0
T79,45,78719.0
T79,46,78861.0
T79,47,86573.0
T79,48,82072.0
T79,49,85806.0
T79,50,85814.0
T79,51,80202.0
T79,52,78734.0
T79,53,83229.0
T79,54,85794.0
T79,55,91575.0
T79,56,83672.0
T79,57,82556.0
T79,58,80139.0
T79,59,78731.0
T79,60,75870.0
T79,61,74192.0
T79,62,77325.0
T79,63,73624.0
T79,64,73932.0
T79,65,67159.0
T79,66,72224.0
T79,67,69794.0
T79,68,71373.0
T79,69,66589.0
T79,70,68353.0
T79,71,65835.0
T79,72,65390.0
T79,73,66765.0
T79,74,65804.0
T79,75,64616.0
T79,76,69328.0
T79,77,72336.0
T79,78,94191.0
T79,79,115220.0
T79,80,104831.0
T79,81,101474.0
T79,82,75208.0
T79,83,80661.0
T79,84,84842.0
T79,85,70952.0
T79,86,70983.0
T79,87,74428.0
T79,88,69169.0
T79,89,70306.0
T79,90,70134.0
T79,91,66757.0
T79,92,65954.0
T79,93,71028.0
T79,94,68478.0
T79,95,69967.0
T79,96,71025.0
T79,97,69779.0
T79,98,74247.0
T79,99,76958.0
T79,100,73925.0
T79,101,79195.0
T79,102,82884.0
T79,103,80896.0
T79,104,79112.0
T79,105,78276.0
T79,106,80395.0
T79,107,82275.0
T79,108,85509.0
T79,109,88506.0
T79,110,86354.0
T79,111,82681.0
T79,112,77090.0
T79,113,76170.0
T79,114,73583.0
T79,115,68764.0
T79,116,71264.0
T79,117,75090.0
T79,118,78643.0
T79,119,72302.0
T79,120,61520.0
T79,121,68139.0
T79,122,69406.0
T79,123,70802.0
T79,124,71432.0
T79,125,72734.0
T79,126,70769.0
T79,127,72468.0
T79,128,76195.0
T79,129,74715.0
T79,130,71442.0
T79,131,75378.0
T79,132,74712.0
T79,133,77533.0
T79,134,80470.0
T79,135,82123.0
T79,136,77189.0
T79,137,77778.0
T79,138,70364.0
T79,139,67423.0
T79,140,77899.0
T79,141,79175.0
T79,142,78830.0
T79,143,77675.0
T79,144,79508.0
T79,145,82267.0
T79,146,80002.0
T79,147,78579.0
T79,148,81258.0
T79,149,82382.0
T79,150,83744.0
T79,151,83307.0
T79,152,86985.0
T79,153,91541.0
T79,154,95533.0
T79,155,103981.0
T80,0,105410.0
T80,1,100147.0
T80,2,99025.0
T80,3,94641.0
T80,4,101204.0
T80,5,102609.0
T80,6,101854.0
T80,7,92521.0
T80,8,85174.0
T80,9,83307.0
T80,10,81949.0
T80,11,82800.0
T80,12,79186.0
T80,13,82286.0
T80,14,81620.0
T80,15,82469.0
T80,16,77227.0
T80,17,83581.0
T80,18,78723.0
T80,19,69352.0
T80,20,71431.0
T80,21,69395.0
T80,22,69085.0
T80,23,68648.0
T80,24,67372.0
T80,25,73074.0
T80,26,71827.0
T80,27,72963.0
T80,28,70312.0
T80,29,70752.0
T80,30,68139.0
T80,31,69275.0
T80,32,67456.0
T80,33,69914.0
T80,34,85570.0
T80,35,80564.0
T80,36,82044.0
T80,37,74950.0
T80,38,75450.0
T80,39,72129.0
T80,40,71701.0
T80,41,77088.0
T80,42,70457.0
T80,43,78181.0
T80,44,81680.0
T80,45,77441.0
T80,46,87273.0
T80,47,88463.0
T80,48,92513.0
T80,49,89326.0
T80,50,90184.0
T80,51,85780.0
T80,52,84427.0
T80,53,85097.0
T80,54,87847.0
T80,55,95226.0
T80,56,85139.0
T80,57,88640.0
T80,58,83183.0
T80,59,86938.0
T80,60,82469.0
T80,61,81621.0
T80,62,80045.0
T80,63,79447.0
T80,64,83423.0
T80,65,80502.0
T80,66,79867.0
T80,67,71086.0
T80,68,69690.0
T80,69,75622.0
T80,70,66029.0
T80,71,64458.0
T80,72,65873.0
T80,73,66684.0
T80,74,76916.0
T80,75,67575.0
T80,76,66731.0
T80,77,70900.0
T80,78,77918.0
T80,79,77193.0
T80,80,67843.0
T80,81,64147.0
T80,82,67721.0
T80,83,73787.0
T80,84,80933.0
T80,85,77062.0
T80,86,82412.0
T80,87,78145.0
T80,88,73584.0
T80,89,81220.0
T80,90,75723.0
T80,91,76723.0
T80,92,73682.0
T80,93,80674.0
T80,94,82788.0
T80,95,87810.0
T80,96,88633.0
T80,97,89454.0
T80,98,91263.0
T80,99,100420.0
T80,100,106945.0
T80,101,111035.0
T80,102,112320.0
T80,103,106881.0
T80,104,103734.0
T80,105,108305.0
T80,106,110771.0
T80,107,117077.0
T80,108,120569.0
T80,109,124923.0
T80,110,117305.0
T80,111,111032.0
T80,112,100848.0
T80,113,95221.0
T80,114,86940.0
T80,115,81979.0
T80,116,94590.0
T80,117,90926.0
T80,118,86936.0
T80,119,79748.0
T80,120,87536.0
T80,121,87427.0
T80,122,82958.0
T80,123,81795.0
T80,124,90069.0
T80,125,80194.0
T80,126,71181.0
T80,127,75769.0
T80,128,74927.0
T80,129,68679.0
T80,130,75171.0
T80,131,84802.0
T80,132,91855.0
T80,133,85753.0
T80,134,87939.0
T80,135,77025.0
T80,136,72393.0
T80,137,93534.0
T80,138,82557.0
T80,139,84603.0
T80,140,82264.0
T80,141,90508.0
T80,142,89411.0
T80,143,89577.0
T80,144,89558.0
T80,145,96365.0
T80,146,95621.0
T80,147,98340.0
T80,148,121758.0
T80,149,110929.0
T80,150,112069.0
T80,151,107964.0
T80,152,117869.0
T80,153,123006.0
T80,154,123904.0
T80,155,120922.0
T81,0,171853.0
T81,1,175657.0
T81,2,174113.0
T81,3,166648.0
T81,4,174804.0
T81,5,177718.0
T81,6,166570.0
T81,7,155763.0
T81,8,139461.0
T81,9,132478.0
T81,10,126042.0
T81,11,127154.0
T81,12,118085.0
T81,13,119200.0
T81,14,111721.0
T81,15,123263.0
T81,16,121725.0
T81,17,129362.0
T81,18,121626.0
T81,19,111593.0
T81,20,108789.0
T81,21,112579.0
T81,22,115812.0
T81,23,109819.0
T81,24,115799.0
T81,25,116588.0
T81,26,112223.0
T81,27,124921.0
T81,28,129797.0
T81,29,138541.0
T81,30,131962.0
T81,31,130302.0
T81,32,126330.0
T81,33,105424.0
T81,34,105705.0
T81,35,123731.0
T81,36,119291.0
T81,37,126511.0
T81,38,117766.0
T81,39,113021.0
T81,40,116568.0
T81,41,115576.0
T81,42,121543.0
T81,43,121176.0
T81,44,129385.0
T81,45,135082.0
T81,46,136872.0
T81,47,147445.0
T81,48,152987.0
T81,49,159793.0
T81,50,165866.0
T81,51,154672.0
T81,52,154141.0
T81,53,148139.0
T81,54,148790.0
T81,55,157968.0
T81,56,145729.0
T81,57,140714.0
T81,58,151377.0
T81,59,134486.0
T81,60,133766.0
T81,61,132146.0
T81,62,125494.0
T81,63,133063.0
T81,64,139292.0
T81,65,120451.0
T81,66,132536.0
T81,67,105760.0
T81,68,104280.0
T81,69,105839.0
T81,70,103553.0
T81,71,100754.0
T81,72,102612.0
T81,73,108566.0
T81,74,116592.0
T81,75,105902.0
T81,76,108009.0
T81,77,123184.0
T81,78,137421.0
T81,79,146177.0
T81,80,141763.0
T81,81,123137.0
T81,82,116144.0
T81,83,134375.0
T81,84,130037.0
T81,85,114447.0
T81,86,112381.0
T81,87,130661.0
T81,88,117018.0
T81,89,124945.0
T81,90,118967.0
T81,91,113629.0
T81,92,107980.0
T81,93,124212.0
T81,94,128049.0
T81,95,124122.0
T81,96,127047.0
T81,97,127844.0
T81,98,137873.0
T81,99,149723.0
T81,100,156658.0
T81,101,169596.0
T81,102,169790.0
T81,103,171028.0
T81,104,163397.0
T81,105,156921.0
T81,106,159779.0
T81,107,159171.0
T81,108,159151.0
T81,109,167759.0
T81,110,159274.0
T81,111,150683.0
T81,112,145618.0
T81,113,141696.0
T81,114,129587.0
T81,115,119918.0
T81,116,131001.0
T81,117,135507.0
T81,118,115796.0
T81,119,112741.0
T81,120,107117.0
T81,121,111791.0
T81,122,111162.0
T81,123,114003.0
T81,124,112818.0
T81,125,114519.0
T81,126,112729.0
T81,127,112267.0
T81,128,124549.0
T81,129,115628.0
T81,130,114233.0
T81,131,118941.0
T81,132,137742.0
T81,133,130914.0
T81,134,137329.0
T81,135,120502.0
T81,136,120930.0
T81,137,118420.0
T81,138,98336.0
T81,139,115977.0
T81,140,122419.0
T81,141,120738.0
T81,142,116033.0
T81,143,113854.0
T81,144,119001.0
T81,145,131007.0
T81,146,122752.0
T81,147,114873.0
T81,148,126865.0
T81,149,136391.0
T81,150,137130.0
T81,151,133712.0
T81,152,139253.0
T81,153,160470.0
T81,154,171295.0
T81,155,174538.0
T82,0,78941.0
T82,1,93509.0
T82,2,102942.0
T82,3,95216.0
T82,4,101447.0
T82,5,90632.0
T82,6,92009.0
T82,7,58515.0
T82,8,89184.0
T82,9,89883.0
T82,10,65044.0
T82,11,95752.0
T82,12,89792.0
T82,13,71452.0
T82,14,65950.0
T82,15,87683.0
T82,16,79119.0
T82,17,67642.0
T82,18,83506.0
T82,19,83643.0
T82,20,71658.0
T82,21,79680.0
T82,22,76327.0
T82,23,96877.0
T82,24,76806.0
T82,25,72708.0
T82,26,89334.0
T82,27,85804.0
T82,28,99496.0
T82,29,87627.0
T82,30,82864.0
T82,31,7417.0
T82,32,5677.0
T82,33,57059.0
T82,34,85436.0
T82,35,87261.0
T82,36,102299.0
T82,37,82576.0
T82,38,101214.0
T82,39,66421.0
T82,40,66479.0
T82,41,91094.0
T82,42,95627.0
T82,43,53787.0
T82,44,91223.0
T82,45,72341.0
T82,46,89292.0
T82,47,91730.0
T82,48,77392.0
T82,49,97336.0
T82,50,75927.0
T82,51,12499.0
T82,52,35141.0
T82,53,94503.0
T82,54,101353.0
T82,55,97603.0
T82,56,99631.0
T82,57,96696.0
T82,58,76079.0
T82,59,99026.0
T82,60,98635.0
T82,61,96063.0
T82,62,104629.0
T82,63,97586.0
T82,64,82494.0
T82,65,83338.0
T82,66,83857.0
T82,67,94987.0
T82,68,56001.0
T82,69,78354.0
T82,70,102875.0
T82,71,96061.0
T82,72,91923.0
T82,73,87341.0
T82,74,106285.0
T82,75,88821.0
T82,76,86290.0
T82,77,73524.0
T82,78,104026.0
T82,79,107214.0
T82,80,99980.0
T82,81,91069.0
T82,82,100253.0
T82,83,56205.0
T82,84,7523.0
T82,85,7946.0
T82,86,90535.0
T82,87,97673.0
T82,88,112479.0
T82,89,98148.0
T82,90,114752.0
T82,91,95042.0
T82,92,100968.0
T82,93,104172.0
T82,94,94158.0
T82,95,85559.0
T82,96,101434.0
T82,97,104065.0
T82,98,89813.0
T82,99,119508.0
T82,100,106694.0
T82,101,91160.0
T82,102,78086.0
T82,103,8522.0
T82,104,8251.0
T82,105,106853.0
T82,106,105948.0
T82,107,113771.0
